filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00010.wav,0.303954512,0.142939135,1410.469096,1512.620983,2767.274933,0.062980723,-173.7075043,137.1564026,-23.76651764,26.98937035,-16.6684227,4.198450565,-12.56663036,5.834843636,-2.881736994,-1.208680749,-1.965736628,1.800535202,-2.988374472,-1.86938858,-0.80015552,-3.0237813,-0.445196003,-1.998227358,-0.74359858,-4.986112595,blues
blues.00011.wav,0.367137462,0.065712959,1353.260462,1757.230941,2882.224238,0.043958918,-287.9149475,123.980072,5.459750652,33.67809296,1.091914654,14.70447063,-4.898553371,8.654901505,0.784047902,6.570927143,-4.878658295,-3.180865765,-5.556420803,-6.789626598,-2.644639492,-2.984925985,-3.385201454,-1.856389523,1.836150646,-4.89741993,blues
blues.00012.wav,0.269320011,0.119071715,1361.045467,1567.804596,2739.625101,0.069123921,-207.2080841,132.7991791,-15.43898487,60.98672104,0.725807369,12.43782616,1.183836579,-1.540780187,-17.88815308,8.358494759,-2.452067137,-0.613248467,0.384877652,2.605127335,-5.188923836,-9.527454376,-9.244393349,-2.848273277,-1.418706894,-5.932606697,blues
blues.00013.wav,0.264615864,0.113221161,1324.304356,1827.737535,2710.033613,0.051417301,-209.7892609,124.4584427,10.31037903,47.01800537,6.510235786,15.40544987,-1.992710948,6.717405319,-21.5541935,10.72171688,-5.524966717,-2.205934048,-3.038192987,8.645516396,-0.30423063,-0.6377424,-2.939885378,-1.70592165,-1.769589782,-7.762957573,blues
blues.00014.wav,0.329162747,0.066980533,1172.065695,1705.817502,2344.952487,0.045045835,-305.7051697,113.0609283,12.11872101,45.03000259,17.76975632,14.57991791,4.166732311,0.225274146,-7.021747589,13.6442709,8.934528351,1.298478603,5.95447731,8.543867111,1.11766398,0.591559291,0.057474047,-3.71234107,-1.004447579,-1.802434325,blues
blues.00015.wav,0.270312577,0.080653198,1420.529293,1731.192252,2930.540613,0.06371768,-238.5189667,120.0845566,-4.227884293,42.30707169,5.920908928,13.91915989,5.361618519,1.901833415,-16.93320274,12.34527397,3.947015524,-1.384822726,0.021880524,3.586693764,-4.50395155,-5.542268276,-6.888211727,-4.828141689,1.735005736,-1.88881433,blues
blues.00016.wav,0.304322213,0.081461444,1455.001672,1825.885415,3009.8568,0.061350725,-233.7635956,120.6735077,-3.171085119,39.54099274,3.857455969,18.84042931,-3.691824913,4.431854248,-14.97804356,17.56764793,1.840066195,2.537328959,-1.240454793,8.439245224,-0.210691795,-3.906118393,-4.478782654,-0.012436067,1.293613434,-2.084796429,blues
blues.00017.wav,0.302096307,0.093281545,1088.698166,1410.947954,2134.412094,0.048323971,-245.7564392,140.4859161,-2.764771223,60.43620682,18.93794632,9.833540916,3.563889265,0.532685757,-16.37224007,6.630079269,7.268407822,-4.008892536,1.608253717,5.8993783,-3.022785187,-4.772989273,-3.025786638,-1.993938446,-0.055458955,-3.975349426,blues
blues.00018.wav,0.26992929,0.079672717,1537.657183,2054.779113,3495.653862,0.056131936,-252.5339813,104.9274902,15.35357571,42.65663528,6.778398037,21.61889267,-1.299682975,5.68436861,-16.61465645,12.16609287,-1.953307867,1.960557342,-0.881434739,7.778603077,2.390254498,1.774140596,1.339317322,3.630699158,4.910860062,-2.651943922,blues
blues.00019.wav,0.257259339,0.09767247,1195.41164,1481.284259,2234.878153,0.058871148,-236.6653442,138.4090576,-4.903461456,47.62458038,5.179255962,8.879487991,0.507105589,-3.818273306,-14.97752094,10.42042542,-0.351181835,0.777829409,1.777306318,4.235422611,-0.463350803,-6.105692387,-5.382381439,-1.337585807,-3.719717503,-4.353154182,blues
blues.00020.wav,0.302732289,0.075386867,1389.95551,1911.485152,3005.773491,0.052560151,-230.4129944,127.0941849,7.151100159,39.78208923,1.951132417,17.41168785,-5.625576019,8.252521515,-18.10535431,13.83934212,-3.763584852,2.561243296,-4.329452038,6.817759991,-6.157659054,-6.214757442,-4.515433311,-1.850598931,-0.539056063,1.508026361,blues
blues.00021.wav,0.321084797,0.101159468,1046.74884,1480.933764,1830.788929,0.047937352,-264.6983948,138.8559723,11.18648529,48.52033997,14.9151783,20.57282448,3.20781517,1.247170806,-15.84640789,15.98690891,3.368813992,-1.520128608,1.894726396,6.32555151,-0.986607015,-2.41285944,-3.683062315,0.496945441,5.046815872,-0.780009508,blues
blues.00022.wav,0.306450874,0.113475412,1156.070496,1497.668176,2170.053545,0.058613402,-233.8607788,136.1702423,3.289488077,48.93119431,8.699104309,13.95475292,5.359447002,0.381335288,-13.49026489,16.87176704,5.145256996,-2.250577211,3.959197044,5.322554588,0.81202817,-1.107200742,-4.556554794,-2.436489344,3.316912651,-0.608485222,blues
blues.00023.wav,0.280714303,0.102001555,1210.197917,1497.822809,2522.101416,0.052482676,-227.2647858,137.7623749,-14.50045967,63.55687714,5.626698017,11.96158886,1.906220198,-1.880766749,-7.609113693,-2.470594168,-2.884146214,-9.432814598,-10.91691399,3.569436073,4.139582634,0.092947498,-2.972927332,-1.376939535,7.550498486,-3.032518625,blues
blues.00024.wav,0.263128579,0.086981654,1120.387619,1447.839934,2325.102607,0.0472979,-274.2887573,130.4174194,-6.39480114,70.41067505,13.26585484,9.463105202,7.723187447,-1.245346785,-0.575020671,-2.299992085,3.783482075,0.080914855,-0.939682364,2.295372725,4.290513039,-1.661925554,-10.44482422,-6.797825813,-1.068164349,-1.596130133,blues
blues.00025.wav,0.290948451,0.08922226,1109.569627,1463.288131,2243.569767,0.051724933,-249.2819824,130.9979248,0.665436625,66.69611359,17.90589523,4.622958183,6.610037327,1.245374322,1.419175267,-1.584293127,-0.974159181,-3.575064659,-2.92691493,4.598684788,7.478115082,-0.17876862,-2.818857431,-2.667635679,0.751666844,-0.533179104,blues
blues.00026.wav,0.278484464,0.076970495,1198.607665,1573.308974,2478.37668,0.051987592,-284.819519,108.7856293,9.131957054,51.25902176,18.11125565,7.621315956,8.781747818,2.372425795,0.011786398,2.250416756,4.200277805,-3.303734303,1.601560473,2.660516262,3.323454618,3.258920193,-4.551106453,0.493845373,5.937065601,3.231544018,blues
blues.00027.wav,0.288721025,0.095768176,1391.36771,,2811.108002,0.072358973,-228.2279968,130.3535461,-23.29761887,70.17366791,1.137058735,7.609718323,0.915007114,1.989320397,-6.161290646,-9.390744209,-2.566143274,-4.523860931,-0.2667346,0.181102455,-1.51305759,1.460951209,-6.976430416,-8.31899929,4.241006374,0.97968179,blues
blues.00028.wav,0.275974303,0.099695541,1115.729116,1398.954704,2290.444483,0.048028432,-248.9676666,139.0384521,-16.24923897,57.09811401,20.19635773,10.16056442,4.580176353,0.339814782,-7.867882252,-3.46630621,-2.640629053,-2.844094038,-0.893325448,-2.401651144,2.572721004,-5.873961449,-12.40827465,-7.30189085,-0.932404697,-2.699272871,blues
blues.00029.wav,0.280456483,0.124715231,1649.293771,2190.248306,3761.427255,0.052926362,-233.7246094,101.1836014,17.65027046,23.73435402,2.079370737,25.94029427,-16.96771049,15.09417439,-22.27878952,4.400508404,-23.20163727,-6.046125889,-5.065351963,1.073173165,-5.780492783,-8.305594444,-11.38634682,-6.725315571,-10.02770615,-14.03526783,blues
blues.00030.wav,0.263016105,0.170081377,1379.081742,2004.00085,3015.831764,0.039375801,-206.9875946,117.7814713,23.25624466,28.29406548,-1.099597096,18.86493683,-21.95370865,17.85511589,-25.58335495,2.128550768,-17.78905296,-8.01546669,-17.61634064,-8.138554573,-8.646156311,-15.53898716,-15.33150482,-9.664871216,-10.10330963,-17.83510017,blues
blues.00031.wav,0.25348711,0.151570767,1331.07397,1973.643437,2900.17413,0.042967238,-221.802536,110.843071,18.62098503,30.92299461,3.291330338,22.58744431,-20.41830063,12.12099361,-26.34795189,-4.356271267,-26.40667343,-13.03772354,-12.65222645,-1.821905851,-7.26009655,-6.660251617,-14.68269253,-11.71926403,-11.02521515,-13.38725948,blues
blues.00032.wav,0.276317149,0.101233549,1309.424564,1882.919367,2764.099953,0.039393186,-288.8017273,105.8996201,18.7913208,23.68848801,5.705111027,25.54915428,-13.46720505,12.42473316,-11.94381809,1.575498581,-15.63626194,-6.665246964,-11.71879959,-2.952338457,-7.380499363,-15.69358921,-10.95854759,-10.87739563,-18.50418663,-19.11074066,blues
blues.00033.wav,0.260668755,0.133164808,1430.582003,2075.602343,3246.730367,0.04196989,-239.01091,108.6692123,34.14934921,30.24279213,-0.470996529,27.29651451,-21.38908386,14.15584469,-24.50563049,-1.876820087,-28.05226517,-11.25826454,-16.48410034,-7.636356831,-12.79629135,-15.35203075,-13.73228168,-7.400160789,-10.08395386,-13.28514099,blues
blues.00034.wav,0.262248456,0.135938987,1536.783076,2157.1381,3601.028225,0.045700404,-217.2111969,105.7911682,15.61861324,25.26305962,-1.437998891,30.19539642,-17.71364212,17.32149887,-27.20954132,4.339828491,-20.06342888,-10.69590378,-14.22488117,-5.15621233,-3.47157836,-6.184278011,-15.32531929,-6.845778942,-9.828354836,-13.94139099,blues
blues.00035.wav,0.288330197,0.173407495,1506.979392,2096.637631,3404.796078,0.045430186,-171.7860565,120.2802353,15.33658123,21.09727859,-5.410020351,24.19247437,-24.14030838,18.54532433,-22.35298729,1.302639008,-20.76129341,-4.984545231,-17.11959457,-7.898076057,-15.32115746,-9.350150108,-8.906129837,-8.516963959,-14.33000851,-19.93520164,blues
blues.00036.wav,0.233230382,0.197817639,1247.244815,1908.052722,2620.592487,0.036903783,-200.2207336,116.3451767,18.06078529,25.28881836,0.31582585,24.17677689,-22.22307777,11.18314457,-26.84191132,-7.643656731,-24.87203598,-12.01528549,-17.0092411,-8.115376472,-11.95901299,-12.61797619,-14.18777943,-8.204475403,-15.02476788,-10.32215118,blues
blues.00037.wav,0.248627394,0.069145128,1188.168337,1682.86015,2339.635853,0.048160329,-328.6737976,102.6968689,19.87606239,26.73125458,7.158256054,22.71664238,-6.956797123,12.80435181,-10.70874882,-0.419348747,-12.36397552,-8.89717865,-9.238518715,-9.109326363,-9.003835678,-7.640765667,-7.190915108,-9.368475914,-4.470059872,-3.688800335,blues
blues.00038.wav,0.265883178,0.168144986,1513.422107,2140.606779,3449.67914,0.044378039,-192.6671753,111.1907654,21.37272263,26.39834023,-0.646122098,23.4867363,-25.46455002,16.9377327,-16.9770546,5.788635254,-25.73020554,-5.044726849,-17.63182068,-7.921686649,-15.15240383,-12.34254551,-17.22776604,-7.771727085,-13.03395939,-17.94574928,blues
blues.00039.wav,0.255320758,0.085867926,1151.340441,1709.193938,2312.577683,0.035338789,-301.6862793,111.5392075,21.89565659,16.14558983,8.191590309,22.0859642,-8.613636971,1.491922975,-17.0745182,-8.337533951,-17.01128578,-10.5728817,-15.68701744,-12.598773,-12.24566078,-14.54306507,-10.09230042,-5.780285358,-7.776048183,-7.186642647,blues
blues.00040.wav,0.397724807,0.134891763,2272.495079,2356.855937,5108.319111,0.097657006,-110.2600861,90.70181274,-2.527487278,74.05327606,-11.74730206,39.21467209,-13.17181873,20.53527451,-17.16364288,12.82871342,-21.4335804,5.952405453,-8.033585548,4.23986721,-16.48555183,6.542503357,-5.695943356,-3.64086318,-4.856883526,1.854516745,blues
blues.00041.wav,0.386950523,0.129172012,2390.772194,2463.394088,5403.783991,0.102288875,-107.1615372,88.46617126,-4.174954414,55.48419189,-8.007365227,38.41566467,-6.399442196,28.57448387,-19.82057762,13.24709606,-19.24185181,12.07280254,-4.580048561,3.791739464,-16.99106216,11.62458992,-7.360203266,-3.657302618,-7.177438259,1.977192163,blues
blues.00042.wav,0.377519071,0.111001439,2302.113047,2367.695875,5188.551959,0.097864488,-159.5449829,69.77960205,-4.396419525,76.8539505,3.920528412,45.17317581,-4.866253376,32.20197678,-9.796957016,7.811904907,-21.82759666,9.683710098,-2.589124203,3.307305336,-14.96698093,10.23581028,-4.084133148,-5.850184441,-2.474233627,6.650417805,blues
blues.00043.wav,0.3990255,0.127310634,2155.654923,,5012.019693,0.087165384,-109.1653595,100.6214905,-8.614720345,47.35847473,-6.555960178,39.61361313,-8.518134117,29.56467056,-16.57596016,13.16563511,-24.209795,6.585774422,-8.642620087,4.912258625,-15.44280434,1.538750887,-6.73247385,1.417774558,-3.961750507,3.287460566,blues
blues.00044.wav,0.390211791,0.136276096,2279.124558,2375.10212,5198.360233,0.092570491,-109.509285,86.92240906,-8.607987404,64.49456024,-6.304127216,43.63951111,-8.286753654,28.54610634,-14.07979393,8.125041008,-21.49140167,11.08748055,-5.085794449,3.976359606,-12.85974216,12.34385872,0.026216159,-0.741568565,-5.126619816,3.303441525,blues
blues.00045.wav,0.429510891,0.148365647,1739.019621,2290.401739,4551.155813,0.048051864,-163.2111359,89.79104614,12.97925377,80.69127655,3.660785198,39.74197769,-5.403831482,26.50049973,-13.1607399,2.710212708,-20.55235672,6.008640289,-2.910060406,-0.434612393,-17.5454731,4.15453434,-5.990227222,-7.860421658,-8.565095901,1.857711792,blues
blues.00046.wav,0.387851208,0.10258235,1912.506881,2361.474653,4776.862782,0.058425951,-182.6382751,90.67678833,14.11908436,67.54982758,2.69321394,38.43052673,-8.410898209,24.12744522,-13.781991,4.835996151,-16.68202972,5.81170845,-5.149533272,0.19298391,-14.48076248,6.862883568,-4.442361832,-2.986888409,-4.81624794,5.400324821,blues
blues.00047.wav,0.336454391,0.112245128,2013.382437,2310.305516,4849.495676,0.075344971,-149.9516907,93.62947845,6.343455315,71.51194,-8.107512474,36.2072525,-9.776672363,17.63980484,-21.11579895,-0.137308225,-22.1992836,5.43045187,-7.46227026,-4.335878372,-12.40164089,9.624599457,-5.014183998,-3.70414567,2.342511177,4.161077023,blues
blues.00048.wav,0.379427731,0.123986073,2148.786199,2204.574064,4673.663406,0.098812328,-106.3110275,102.6309509,-20.15512276,59.36036682,-9.954543114,33.68918228,-14.17039776,23.50999832,-13.31406593,16.01428413,-18.91698074,7.821362495,-7.788120747,4.047834396,-11.34093857,2.060217619,-5.739424706,0.464256465,-1.909088254,-3.128308296,blues
blues.00049.wav,0.277483523,0.088606924,1318.656822,1904.761177,3046.681577,0.039972925,-255.9657745,110.8230438,21.50521469,67.57122803,4.299803257,43.10545731,-4.507724762,10.42353344,-8.694326401,1.658149481,-20.59315491,-2.442928791,-7.13086462,-11.16391754,-12.60940838,2.742009878,-8.948848724,-7.940727711,-2.344156742,-0.705605924,blues
blues.00050.wav,0.400859743,0.182379857,1945.848425,2082.246626,4175.874749,0.085805982,-82.97901917,107.052124,-25.32045174,57.12498856,0.085439295,34.69680023,-11.04201984,20.53269577,-11.21317673,14.83412457,-10.22933388,12.5395813,-9.762303352,2.562252522,-6.300852776,2.996784687,-8.718455315,-0.32658118,-2.98034668,0.712600112,blues
blues.00051.wav,0.393755555,0.196722925,1977.172377,1927.803692,3942.834492,0.106627095,-55.57924271,114.9358521,-37.05282974,64.89651489,-7.139353752,15.23838425,-16.22261429,18.63080978,-9.745891571,21.46004295,-5.64141655,12.78231716,-16.5286808,3.793787241,-7.890870094,8.477610588,-4.065209866,3.207441568,-5.17825079,-1.279523373,blues
blues.00052.wav,0.339075476,0.098909535,1443.265285,1670.369919,3069.35644,0.067193849,-225.2697296,117.6458969,-14.54375744,64.80435181,12.92746639,19.02996254,10.68454742,9.884661674,-2.385688066,11.68836212,1.542958975,3.050154924,-7.630155563,-8.957813263,-4.352594376,-0.062078234,-2.554218769,-3.437578678,-3.866574764,1.316515088,blues
blues.00053.wav,0.412500769,0.168357968,2171.221742,1954.383785,4237.132712,0.132802296,-76.71795654,105.7535324,-43.18175507,60.94585037,-8.758630753,21.22707748,-12.86484623,18.6038456,-11.38493824,14.54176521,-6.047970772,12.72695827,-9.366809845,1.350859165,-3.609972477,6.997608662,-4.053007603,-0.271426141,-3.69609189,-0.504041374,blues
blues.00054.wav,0.452728361,0.200888529,2030.485224,1987.320416,4062.942099,0.103385996,-57.9787941,108.9891129,-36.20019913,64.03285217,1.454681754,26.30075073,-17.47022438,20.423563,-9.526500702,18.17186928,-6.047029018,13.86262512,-11.28712273,4.663286209,-6.388998508,3.213775635,-8.078659058,-1.723661184,-5.422674656,-2.582365751,blues
blues.00055.wav,0.432836145,0.157825679,2032.094987,1976.298014,4023.52567,0.113166738,-98.67475128,104.7954102,-35.10956192,60.70161819,-2.831403732,22.23679161,-7.836519718,19.03004456,-11.58136654,17.02094841,-5.386073112,12.20205498,-9.961464882,0.357867301,-4.265253067,6.134886742,-4.830016136,1.503692627,-1.491253972,3.509777069,blues
blues.00056.wav,0.391058594,0.137728348,1811.076084,2052.332563,3927.809582,0.075479513,-145.4345703,102.8290176,-12.51767445,56.99346924,2.271348715,26.59140015,-4.274801254,17.33880806,-7.985590935,15.23542404,-6.934598446,7.457216263,-10.47044277,-2.3604846,-6.783622742,2.671133757,-4.76087904,-0.949004829,0.024832357,-2.005315065,blues
blues.00057.wav,0.424283653,0.175920352,1886.683619,1913.224623,3828.101852,0.08992387,-92.74797821,115.3395309,-35.06427002,57.86155319,1.845091224,26.61660957,-14.55245304,22.1332531,-8.2091465,11.0159502,-5.643600464,7.277173519,-10.20597267,1.332174897,-4.105897427,0.978302956,-6.553786755,-0.682511806,-2.126826525,-1.518243313,blues
blues.00058.wav,0.356588215,0.162027627,2068.371125,2033.930047,4231.499413,0.104371629,-95.43602753,105.2166977,-26.95301056,60.83086395,-4.828222752,21.53846931,-13.51477718,12.1221056,-20.23363495,12.13865662,-5.227018356,10.2625742,-9.438186646,3.867533684,-10.18745232,3.588092804,-3.100752115,0.194596991,0.842871904,-3.416576385,blues
blues.00059.wav,0.405961394,0.16998747,2235.906951,2100.004335,4390.031787,0.142288255,-86.22530365,91.94844818,-23.40865898,68.25328827,-3.895872593,22.74526024,-9.89961338,16.89597702,-11.3975296,18.43167686,-7.015263081,10.77105427,-11.93868542,1.005814314,-5.92349577,5.318165302,-6.140525818,1.94899106,-5.102754593,-0.666248322,blues
blues.00060.wav,0.430894136,0.19622159,1946.565652,1979.909934,3955.867746,0.097453681,-67.77098083,111.7041855,-34.64610672,61.33489609,0.050250359,30.56061363,-12.70172501,21.15956688,-13.13114643,16.28229523,-6.335246086,12.29583263,-12.47798824,1.681278586,-5.14206934,4.644003391,-6.919218063,1.040719748,-4.736871719,-0.660036206,blues
blues.00061.wav,0.45190534,0.141766369,2504.026852,2180.438691,5077.152632,0.167584399,-82.45471191,94.14775848,-27.12091827,75.65509033,-27.50995064,35.57621002,-20.27853775,25.10919952,-15.36230946,11.32974148,-13.39863682,8.139762878,-8.494856834,8.283359528,-10.34654903,-3.46206069,-5.223507404,-2.595847607,-8.363733292,-6.978242874,blues
blues.00062.wav,0.311780453,0.106240049,2279.895453,2119.726057,4732.338051,0.117148951,-144.967926,95.72647858,-21.59864807,49.62574387,-29.88474464,29.35317039,-18.84448624,17.87757874,-9.666898727,5.505877495,-9.546326637,6.365177631,-21.08387947,2.452762365,-9.533538818,-1.422650933,-9.327804565,5.136749744,-8.103219032,-2.44502759,blues
blues.00063.wav,0.330237538,0.09632621,2839.453119,2444.144011,5711.257131,0.154355832,-129.0862579,72.10388184,-7.749274254,49.25196838,-32.71150589,21.59778404,-27.36331749,14.99189758,-10.24707222,12.42475891,-17.03021812,7.106392384,-18.00948524,2.922715902,-14.47679234,4.054747581,-14.53060436,7.253354549,-8.201504707,-2.006035566,blues
blues.00064.wav,0.332479596,0.117412768,2553.232415,2280.128669,5148.102203,0.14685172,-85.15024567,88.80671692,-16.32261086,59.22451401,-35.990242,14.38572884,-22.30861282,9.647323608,-14.82033825,11.17799568,-14.80445576,8.478451729,-19.59022522,6.413209915,-13.7796669,6.112036228,-13.15464306,3.933455467,-7.615452766,3.752624989,blues
blues.00065.wav,0.292729914,0.100359581,2816.676938,,5614.449384,0.146318465,-118.3335037,74.85385132,-19.85836792,46.94158173,-32.54969788,23.82716751,-26.36183548,17.68526268,-13.8112545,11.94149876,-17.87651825,7.544859886,-22.88893509,4.759723186,-12.79162979,5.608855247,-14.72510815,6.684452534,-9.159456253,-2.243775845,blues
blues.00066.wav,0.374709725,0.11049626,2340.432873,2256.538115,4972.503265,0.121775152,-116.5173874,97.43028259,-13.88019085,48.96675491,-22.58224297,27.75396729,-20.22864914,18.63077164,-14.6428833,8.473098755,-16.64465523,10.99819088,-13.86180019,9.735366821,-5.089487553,2.634637833,-9.883815765,6.159058571,-7.682608128,-4.852478981,blues
blues.00067.wav,0.337922186,0.12909627,2258.538419,2176.031189,4755.429578,0.112765002,-95.42442322,101.3686523,-20.68249702,48.6554718,-30.25864029,20.80252647,-18.30375671,14.13491726,-12.78757954,13.43370247,-14.07236671,7.723720551,-19.2241478,2.85637188,-9.809445381,6.911756516,-11.30316448,8.940705299,-2.959639311,-0.975427747,blues
blues.00068.wav,0.28993234,0.103115268,2513.716817,2345.230614,5247.443269,0.135146197,-113.1677628,88.70933533,-8.92534256,49.48749542,-34.58000565,15.86508942,-17.74437523,14.71409988,-11.20761585,15.36656284,-15.08173084,8.74878788,-18.63089943,5.474216938,-9.267430305,8.017964363,-9.552074432,5.873594284,-4.402834892,3.615348101,blues
blues.00069.wav,0.291884422,0.116569929,2371.099278,2209.699346,5004.111407,0.125140967,-121.4088364,96.1060791,-19.61325645,48.0116539,-38.79870224,24.74674797,-32.93358612,8.099362373,-17.79816818,6.10944891,-19.98654366,6.793615818,-19.33388138,-0.114446893,-12.25043201,-4.927437305,-10.40958023,-2.049565315,-1.768211007,-3.96215868,blues
blues.00070.wav,0.322734177,0.106164381,2159.546654,2130.376826,4685.04667,0.09834899,-133.0159912,105.7226944,-22.13897133,41.81861496,-26.98873711,19.12244797,-26.56639481,19.23980522,-15.3320837,6.986050606,-10.81320477,6.791204453,-11.72709179,4.397388935,-6.039439678,1.966113806,-12.32032204,3.253893375,-8.809823036,-3.379920721,blues
blues.00071.wav,0.305262178,0.120541789,2429.260934,2286.625281,5065.027706,0.134686638,-89.35790253,93.78605652,-14.57453728,54.39165115,-33.50838089,19.4209938,-19.76160049,13.02632046,-13.86595726,14.60776615,-14.96952724,10.58557129,-18.02693367,6.654246807,-10.20474815,6.527643204,-10.84674549,3.319424391,-6.189023972,2.994840622,blues
blues.00072.wav,0.306928307,0.103913926,2595.538006,2519.296119,5660.407439,0.129245628,-118.6652374,87.60095978,6.56341362,45.09428024,-38.90345001,20.81596756,-26.8529892,13.79171085,-17.23415947,5.104990959,-15.70542145,3.978412867,-27.54230881,3.050488472,-15.9469738,10.86855984,-12.64696598,2.820747852,-13.33709526,-4.375538826,blues
blues.00073.wav,0.341865033,0.259713769,2094.91942,2158.335963,4482.447895,0.100569687,-30.09457016,103.7322922,-19.75423813,56.4047699,-12.710989,20.18800163,-17.34037971,16.29243279,-18.43959808,8.924174309,-11.64801693,11.21347141,-8.842510223,9.090301514,-3.579251528,4.37271452,-2.830806732,4.72508955,0.485058069,1.475954652,blues
blues.00074.wav,0.367157191,0.196956158,2515.864861,2531.449159,5771.631766,0.120916124,-56.00445557,87.83711243,-1.598437786,41.20678329,-5.615633488,27.78225899,-24.00033379,21.76587677,-18.42797279,12.32417679,-13.71741676,11.84904957,-3.977552652,7.098088741,-4.465407848,5.120333195,-6.648910522,5.869997025,-3.69643569,-1.965980768,blues
blues.00075.wav,0.466435879,0.192153707,2225.216647,2255.195005,4703.188227,0.108586645,-86.35233307,92.67524719,-15.37740707,54.05977249,0.883209109,31.5639267,-14.61539745,23.32006454,-14.97542,15.33582401,-7.047201633,12.18127155,-6.097624302,7.025419235,-5.805347919,7.432127953,-6.075141907,3.382990837,-4.27693367,1.238192797,blues
